source_id,ra,dec,parallax,pmra,pmdec,pm,distance_gspphot
4388823502631790592,262.0185529022974,3.1852847904404538,1.746508059270667,-4.5551339083937075,0.3847326367494481,4.5713525,559.1291
6358399434746290688,328.048717158088,-74.9936979918333,1.9199609048692805,1.6696979592432868,-21.23266707539645,21.298218,519.3676
3463914802380464896,178.36379289449454,-36.45942241855077,1.518702538804622,-30.686074210162364,14.251584617245074,33.83405,653.9867
6078528061394871552,190.46631932856315,-51.469534613656876,2.111537075668773,-24.856658221871793,-0.48001590058316745,24.861292,
2682024115040749568,331.76048998398727,0.9761433127102291,3.1313111413463646,-2.597978025883442,-13.175033907272857,13.428739,318.3324
5254458729322793856,159.11183900783175,-60.00066310835477,1.1920215872797324,-17.096560363004272,3.8516280301859243,17.525051,819.1204
5910934898452327168,261.1506716297253,-60.92043003191114,1.1054783830710735,-2.341253844021454,-9.559139604418517,9.841678,862.8665
3204830383537431296,67.12172179777284,-2.9625219919497523,1.368509812031376,3.1179781424868427,-6.416296554567131,7.133768,607.4482
4201315950739281024,289.64771779471613,-9.301313960862522,1.0831028400290346,-0.8287124189612819,-8.779389288819063,8.818415,839.655
6479600285103089920,317.38952840468727,-48.98785745221376,1.6355113770304446,10.970254813616453,-15.126252317588982,18.685556,
2609955865188371456,343.1783812813537,-8.708023872120641,1.800751077599571,10.463623525489249,-15.018448946249457,18.30413,533.9932
5886491174425620608,227.94865935449914,-56.47040698890041,2.1800756776599735,-5.7834608896450765,-9.194483866423237,10.86218,439.22
6112541728474832128,203.3424544533989,-42.86523137556771,1.0079986988410574,-13.861932799062238,-0.6168979764304421,13.875653,889.8362
4818388436310143616,72.88389191342536,-37.74607602785937,3.268181283653574,22.164338072798373,-4.288133934576866,22.57534,301.0692
5811607766777819392,261.7663484120655,-67.38678685665693,1.7125772098509782,4.1221583784381615,-0.12185443718349687,4.123959,531.5443
3462393799842775424,182.03597792796987,-35.49581658496915,0.9290325109484225,-7.060961492029287,3.8687779710034453,8.0513735,1215.4752
4659822847978397184,86.6692310868917,-67.04850651648775,2.734284428419215,9.35971830280996,20.646355549963303,22.66884,356.878
5247446323338948224,145.8505135989931,-66.45485347927402,1.1382767390389124,0.6500853730904694,-1.404850904325174,1.547972,803.6483
5262489875783230464,109.38133512502775,-74.69564266401657,4.07065637485701,33.394895710485635,-10.19883818407737,34.91755,243.2346
6017404247195289472,248.76355508171363,-39.637896646849505,1.954456549711403,-2.6171713764586007,-11.290903802778773,11.590259,504.7797
4696108346570180608,42.5574858928897,-65.27948496396455,1.082479597953444,5.929175533470983,-6.634430054243124,8.897797,900.2668
5370224079530249728,175.15091728100893,-49.44731997337705,2.146404614667461,-19.967074602952085,1.1492529584944478,20.000122,478.0283
5827557419931260288,234.79568418358983,-61.392335565513704,0.9758913539225321,-0.8699708895691796,-2.403089422422304,2.5557168,
6708855400166820992,281.36050415090807,-45.22315169726132,1.1352847528737462,-3.6016062738940597,-3.2063013225922727,4.8220263,895.254
4719850376026762496,44.43537016805935,-65.76146851523617,1.8473323818017902,-3.4888048382265815,-24.680121278398033,24.925491,525.5649
5680719871077093632,136.475337024741,-18.454344694835793,1.3049276807451868,-6.524332101989275,-1.3231504539671173,6.6571493,772.017
42682599011294592,53.87752633805047,16.21309966347766,5.851873925060845,2.778701855874605,-1.0168766287139925,2.9589224,170.3633
663295305879194496,125.14908891846642,19.40938020713413,1.5527363564473042,-6.815024442842663,-5.503519677454731,8.759754,630.3178
6388023610892771584,351.5235457093581,-67.99306574372952,2.9474504779006847,28.383350594285673,-26.585666552319406,38.889744,334.4277
4073216833167282304,281.92968697659484,-25.53357084775056,1.1057202035788116,-1.9344198381530857,-3.638701509631315,4.120938,893.1426
4901009588310956800,8.78456172403076,-62.5670755041995,1.5496920140534383,10.015074054107865,2.338416207802786,10.28445,637.6227
5384390496573059328,174.00535812110687,-40.238646629686556,0.9834481365594397,6.450475949806583,-1.881039383254966,6.719148,862.534
5835569904798565504,239.85031580398422,-58.27538236573865,1.4801975985109552,-4.9845489069011215,-5.521169028583566,7.438349,647.5216
6809691474105001984,326.9985824273064,-28.503989131555645,2.167572529186235,-1.4832489692489665,3.2393266863065393,3.5627608,438.1918
4254289974323334528,285.13136168623527,-5.495460215117909,1.3038172405496267,-2.826606342686014,-4.80192372621018,5.5720887,728.4605
5817031726361355392,258.71800310458593,-63.89622350719496,1.778136427350789,-2.503826920419812,3.9831740763125794,4.7047663,
5350587793984839040,159.8316104614092,-59.1276019736192,1.6633247827301076,-19.221286685725122,6.2349614929702595,20.207241,593.59
5486689814334592640,109.8078826688974,-57.59193557679898,1.387905165510599,-9.556770053742436,13.836022990093138,16.81569,717.966
5661624450774844416,145.1453648804582,-25.512872010546406,1.499136577123987,-11.694739924027889,-0.12843631818225576,11.695445,657.498
6721890144882742528,278.1672202400351,-42.971156828724915,0.8724163036616526,-4.896389293475843,-7.827655097221438,9.23292,
