source_id,ra,dec,parallax,pmra,pmdec,pm,distance_gspphot,x_pc,y_pc,z_pc
3632680113437172736,204.880264803821,-5.151591702895158,0.3301273766753011,-18.875372453217828,-8.646626087123895,20.761595,2426.9058,-2192.768850031103,-1016.9315324596269,-217.914640848723
5778479378346285824,233.97015408296872,-79.87609356562652,0.8313371092910492,-5.5689485399965735,-20.37193332716661,21.119394,1103.7737,-114.12300368509541,-156.9048950347528,-1086.5878587374862
6362633550946333952,300.36150720754165,-78.45248584915109,1.00585073146264,14.991401127546157,-23.035889363869224,27.484438,836.3078,84.61935495140554,-144.45246062812217,-819.380124073637
5247346577015672960,142.63666077483876,-67.21074303737174,2.5121783678122354,-10.838399819301694,14.590258669810789,18.175438,394.5865,-121.47787227931964,92.7537431818623,-363.78341860850725
2637825225073056256,349.26214027378666,-2.2154887063741326,0.9479174256772074,5.71936353109132,-4.0710216688137075,7.0202804,737.0787,723.6310596601176,-137.22680039410997,-28.493942206378605
3285020515329552640,65.67625128411882,6.119163989571919,0.970133042572258,-0.2388315332394431,-11.79036118035712,11.79278,1211.3047,496.0841165827443,1097.4914068268,129.12101865203766
4709293861809114240,17.77681042038049,-63.58267355715312,0.4772145490286774,39.43425203137579,-0.8356670919565229,39.443104,2341.9282,992.188596547356,318.11399759694893,-2097.3776406192364
5751038007655559296,132.1441120049052,-7.794764697230254,0.585366336101972,-4.964400218355709,-1.8223225030950032,5.288301,1435.288,-954.1763160454958,1054.374836878028,-194.6609981487776
6662384506857513344,285.0144143016512,-47.72626115662403,0.6950682777639986,3.8862474932818607,-5.468848335406163,6.70904,1404.5632,244.76501794822642,-912.5571073691,-1039.2917754765433
4267765004718864640,288.57822701531336,1.6796881044655825,0.557744976800473,-0.1701557388678163,-2.922591795912802,2.927541,1613.065,513.700272276181,-1528.3504633015727,47.28198191959866
5359485424343079552,164.82064316248955,-52.67065616433016,1.1055631025048496,-4.348352378335219,-8.78387185381989,9.801253,817.102,-478.20005265808487,129.7390874816214,-649.7292953386363
2679835846383257984,329.9858411161513,-1.299496405606153,1.4544945951188517,8.367022495106388,-1.1965108424874782,8.452142,667.5142,577.8531021398051,-333.8140693285481,-15.138251793366237
2697321031906891264,329.5582273732006,6.047123802801056,1.6220093107021518,16.146206573879894,-0.2417892285004588,16.148016,602.8425,516.8453166097416,-303.73808440835523,63.507279777745296
2884677370900635520,93.02334762309349,-37.45010221217606,0.8241829706319322,-2.7029353506487626,10.73282417264664,11.067944,1134.5457,-47.50534727770396,899.4431114960381,-689.8835239015643
5229466215849152256,162.7375894772926,-72.34359425671873,0.9674296790931464,-0.1686281063583796,2.6271110278585956,2.6325173,986.1072,-285.6218309471127,88.75577233793086,-939.654187696174
5460880153263320064,155.20612822307555,-31.11143651142864,0.8776545479477582,3.773434058833541,-2.179293726864538,4.357537,1023.402,-795.4338536891295,367.43880297195636,-528.7961460523294
2771732409758704384,357.08522922999026,15.777347205420948,0.5430016577575928,-5.22545157631607,-4.611729434237495,6.9694614,1617.1099,1554.1729367265702,-79.13270155558914,439.691854563207
5564126700292313344,104.39026029694796,-39.11870699585059,0.5610464756145768,-2.239154553067749,5.793738875936517,6.2113786,1635.4701,-315.3446879657244,1229.053791538881,-1031.865763202613
4758490788040413952,87.36484033198987,-61.5260154641741,1.3021974643519598,-6.44514127738295,7.84739351091716,10.154872,726.7816,15.930691407679232,346.1337541013636,-638.8655034054743
5290997360434771584,118.21731829952866,-60.220871290119206,0.5914565992920082,0.5069868347194606,6.495294321416477,6.5150504,1594.6718,-374.47410920576317,697.8846651055806,-1384.0896955978908
5353030432109348352,161.65438780753914,-55.19912757062866,1.7696700309992572,-0.9529132247880778,-4.185182358259484,4.292295,561.8979,-304.39079093426227,100.93652415257645,-461.39713318444086
6701414523946796800,270.92838095778313,-53.60823614267858,0.712588145153215,-4.06070161874167,4.266689527051718,5.890156,1311.8507,12.610888159751354,-778.2230190959413,-1056.0123849366114
