source_id,ra,dec,parallax,pmra,pmdec,pm,distance_gspphot
5297666482574966144,130.91343765308238,-63.69603375585564,0.33450624392203726,-0.7233177034978773,3.814041256669333,3.8820226,
3472564900874220416,182.06785578971161,-31.811408732045017,0.2673521583029709,-14.139982458894623,-2.084952978962667,14.29287,
6361755625270942080,299.68894857760745,-79.13907295004465,0.41357814168404733,4.948918035747356,-8.14031109412079,9.526618,
4065921981507507968,270.92316376456733,-24.898892440562953,0.7841987890259999,-3.3975081195779255,-8.885782588906562,9.513159,
5439386728166692736,145.25189308800856,-33.125881987454164,0.33144865565220427,-8.05024744952371,2.8393352422350597,8.536294,
6719483279571823872,271.05359888252985,-47.08351286104703,0.12318726918311561,-4.806400884059198,-5.983651832085659,7.674997,3594.2617
2700927743579335552,327.6124392353991,7.732924355271122,0.7136732506102723,-0.8223377011041897,-8.39656226225171,8.436735,958.2991
4805875134992605056,81.85068748928441,-42.32847686805334,0.7463208153039427,0.38600373256026,8.08165214583947,8.090865,1437.4958
4472051619419453312,273.00675918308247,6.868843392972199,0.3938900206496355,-0.3278771157896659,1.334691136889512,1.374374,1885.4786
6719780216435046656,270.8749725300045,-46.221645348184104,0.1957031599874281,-3.0446098525715737,-4.417199529020644,5.3648205,7053.0967
4471620645221095552,272.8451607779079,5.521976698667163,0.32778203705735964,-1.5397212518374905,-3.445984302071679,3.7743278,3187.37
5916270347357185536,260.24042626810564,-57.52621143371399,1.0345311946771973,1.5307163366104681,-2.2976020629591005,2.7608092,1021.401
5230686639394845056,155.11104621611457,-71.1323745902447,1.1597377824849022,-19.35298214717068,1.7432773964001078,19.43134,
6469518278873255424,310.58754989122974,-56.55357972006107,0.7377340133824661,5.261754487000668,2.5817934211575473,5.861034,
5818379585873076224,252.9084762982568,-62.382926870548275,0.4926651723961185,2.0005481938626555,-4.110561122904631,4.5715322,2017.8293
6699358024880580992,304.5244519227726,-33.96640281179638,0.24301612217257584,-0.13284414507315145,-6.182863677291147,6.184291,2414.104
6430349139206212096,301.51565542503937,-63.5546064468268,0.17464291442498941,4.678639192665613,-10.748457504366533,11.722585,3689.1514
4123815357519951616,266.76331118669134,-16.829658009461337,0.5403503105836084,-1.3553900293712149,-1.4778342166503171,2.0052621,2196.181
5826396576156129536,237.27262540690114,-63.26158287523102,0.3908490150538532,-1.2680760358114727,-3.927960748802064,4.1275773,764.3683
5940172630619093760,252.82007516200733,-45.56535963662437,0.451077593864404,-0.298831732717888,-2.588006789920391,2.6052024,
2681135125530063232,326.78827016826517,0.0371566851691228,0.5725872232253416,8.716078537205036,-2.3045511728848647,9.015596,9956.687
3392333945415745792,77.23654743595179,15.585628773200009,0.16253653990389538,3.9048148369816085,-2.2978984835469816,4.5307746,2074.5747
6763474877233122816,286.3888380460726,-27.382140269225296,1.2371669255896687,9.286254689403695,-36.086999621246285,37.262665,
4643712185100788608,36.21918149616167,-73.18107222945902,0.22787667613957188,2.0966645296531183,-8.392834667108021,8.650762,
6072606087469046400,185.74652121003075,-56.462368223786406,0.31067616785914565,-6.0049545757632,1.9927995435279238,6.3269844,2774.123
6854569175067200640,308.90821886688013,-23.997007471900066,0.5090093179637588,9.767038626617818,-4.4581581744503564,10.736397,
3419700411874649984,73.97698683383106,24.72456309467942,0.8798212789847243,-0.07761604746938588,-8.816408723057739,8.816751,1433.4736
4264556561051521920,290.7421711490286,1.4529696597544863,0.3752655595215445,3.6855960358927566,0.11231217156048642,3.687307,2126.807
4709517578066091008,17.371117340191503,-63.172479082474744,0.2762521729399443,4.941615153420889,-2.5011447703639877,5.5385275,
5865652371072802432,207.7174463086415,-61.3431041349919,0.6606285543593358,-22.68731356296159,-7.560872355442972,23.914034,1513.8424
6653672316016265856,275.86670283386417,-53.039019672546836,0.2476604641194287,-7.865549316601914,-5.6443181252046495,9.681177,3849.8938
2595741795476771200,336.1462499261707,-16.00609791563457,0.16786985299475354,-3.959743362043132,-17.600253747697614,18.040192,
5673525667712475904,150.66266283496384,-17.327072583484174,0.6628358259762019,-4.421283747238645,-5.298552072071588,6.900899,
5921891325669454464,265.4117781461184,-52.88961668423309,0.5803651273573718,0.8233706856846288,-7.8443578524785185,7.887451,
6101266472948362752,220.79052547726863,-42.98105983918294,0.2965623076249364,-10.175121975270914,-6.962021403475309,12.328943,2328.5928
6662006751596786688,284.2429512422712,-48.862704111018886,0.603073540648277,-5.291375619260275,-8.47264309252457,9.989211,
6888792982011753472,315.2459791560738,-12.40142084541211,0.2991103401225271,-7.444657286335355,-12.910449079275178,14.903108,2316.1433
5410150026798168192,144.0550209922586,-48.04819530192242,0.22179717604721108,-5.206686541458964,6.086658734212808,8.009807,4568.3516
5575849555828333184,100.47451093877129,-39.99948785450975,0.40725854710705844,0.028532166171854167,2.462477131110953,2.4626424,3185.9988
5608680629439513856,104.16691257181701,-29.737539702918074,1.421005357275256,5.236990790932746,-11.443195394249638,12.584625,695.9323
